sent_id	word_char	character_token_n	component_n
w01128053	主演	2	6
w01128053	拉博夫	3	6
w01128053	裸体	2	4
w01128053	出镜	2	6
w01128059	圣路易	3	7
w01128059	邮报	2	4
w01128059	最佳	2	6
w01128059	演出	2	6
w01129019	突然	2	5
w01129019	着火	2	3
w01129019	肯瑟斯	3	8
w01129019	转身	2	3
w01129037	比赛	2	5
w01129037	当天	2	3
w01129037	艾略特	3	7
w01129037	父亲	2	4
w01129037	葬礼	2	7
w01129053	积分榜	3	7
w01129053	领先	2	4
w01129053	场	1	2
w01129053	赢	1	5
w01129053	纳斯卡	3	7
w01129053	温斯顿杯	4	10
w01129053	冠军	2	6
w01129053	该项	2	4
w01129053	赛车手	3	6
w01130099	拉费蒂	3	7
w01130099	唱片	2	4
w01130099	音乐家	3	6
w01130099	汤姆	2	4
w01130099	罗宾逊	3	8
w01130099	回归	2	5
w01130100	翼	1	4
w01130100	盗用轮	3	8
w01130100	队友	2	3
w01130100	艾根	2	3
w01130100	合作	2	5
w01130100	首	1	2
w01130100	歌曲	2	6
w01130101	兼	1	1
w01130101	作曲家	3	5
w01130101	吉姆	2	4
w01130101	签约	2	5
w01130101	迪卡	2	4
w01130102	录制	2	4
w01130102	游荡者	3	9
w01130102	我	1	2
w01130103	休	1	2
w01130103	墨菲	2	4
w01130103	去世	2	3
w01131060	人员	2	3
w01131076	斯大林	3	6
w01131076	阿巴库莫夫	5	10
w01131076	安全部	3	7
w01131076	组建	2	4
w01131076	网络	2	6
w01131076	挑战	2	5
w01131076	贝利亚	3	5
w01131076	强力	2	4
w01131076	部门	2	4
w01132042	贝登	2	3
w01132042	乌夏克吞	4	8
w01132042	证实	2	5
w01132042	符合	2	6
w01132042	玛雅	2	4
w01132042	低地	2	4
w01132056	汤普逊	3	8
w01132056	文章	2	4
w01132056	玛雅人	3	5
w01132056	平和	2	3
w01132056	措施	2	6
w01132081	史前	2	4
w01132081	图像	2	6
w01132081	文本	2	4
w01132081	找到	2	4
w01132081	帆船	2	5
w01132081	相反	2	4
w01132081	独木	2	3
w01132081	舟	1	1
w01132081	水上	2	3
w01132081	工具	2	3
w01133014	接	1	3
w01133014	下来	2	3
w01133014	史达林	3	5
w01133014	接替	2	6
w01133014	编剧	2	6
w01133014	角色	2	4
w01133014	邪恶	2	4
w01133014	萨诺斯	3	10
w01133014	主角	2	4
w01133014	其后	2	5
w01133014	漫威	2	6
w01133016	科幻	2	4
w01133016	星际	2	4
w01133016	遨游	2	7
w01134009	三岛	2	5
w01134009	祖母	2	3
w01134009	德川	2	6
w01134009	家康	2	4
w01134009	直系	2	4
w01134009	后代	2	5
w01134062	举重	2	4
w01134062	中断	2	3
w01134078	生前	2	4
w01134078	赞助	2	7
w01134078	品牌	2	5
w01135034	布朗特	3	7
w01135034	伊夫	2	3
w01135034	罗兰	2	5
w01135034	香水	2	3
w01135034	代言人	3	7
w01135035	出演	2	6
w01135035	喜剧	2	7
w01135035	鱼跃	2	5
w01135035	奇缘	2	5
w01135035	莱塞	2	6
w01135035	霍尔斯道姆	5	11
w01135035	伊云	2	4
w01135035	麦葵格	3	8
w01135035	姬丝汀	3	7
w01135035	史葛	2	4
w01135035	汤玛丝	3	7
w01135036	同年	2	5
w01135036	客串	2	4
w01135036	布偶	2	4
w01135036	大电影	3	7
w01135036	猪	1	3
w01135036	小妹	2	3
w01135036	服务员	3	6
w01135037	婚约	2	5
w01135037	尼古拉斯	4	9
w01135037	斯托勒	3	7
w01135037	杰森	2	5
w01135037	西格尔	3	6
w01135038	约翰逊	3	8
w01135038	时凶	2	4
w01135038	猎杀	2	5
w01135038	布鲁斯	3	7
w01135038	威利斯	3	7
w01135038	乔瑟夫	3	6
w01135038	高登	2	6
w01135038	李维	2	4
w01135038	该片	2	3
w01135038	上映	2	4
w01136029	瓦伦蒂诺	4	11
w01136029	试图	2	7
w01136029	摆脱	2	7
w01136029	阿拉伯人	4	8
w01136029	典型	2	5
w01136074	申克	2	4
w01136074	选	1	3
w01136074	诺玛	2	6
w01136074	塔尔梅奇	4	13
w01136074	罗密欧	3	8
w01136074	茱丽叶	3	7
w01136074	版本	2	5
w01136074	演	1	4
w01136074	对手戏	3	5
w01137050	枢密院	3	10
w01137050	议长	2	3
w01137050	哈利法克斯	5	14
w01137050	秘密	2	5
w01137050	访问	2	4
w01137050	会见	2	4
w01137050	希特勒	3	8
w01137050	官员	2	4
w01137068	伯伦	2	5
w01137068	内阁	2	5
w01137068	发言	2	5
w01137068	归咎	2	5
w01137087	捷克	2	5
w01137087	枪杀	2	5
w01137087	苏台德	3	9
w01137087	捷克斯洛伐克	6	16
w01137087	检查	2	6
w01138045	玛塞尔	3	8
w01138045	呆	1	2
w01138045	房间	2	4
w01138045	皮雅芙	3	5
w01138045	莫	1	3
w01138045	墨	1	2
w01138045	街上	2	7
w01138045	闲逛	2	5
w01138045	酒吧	2	4
w01138045	唱歌	2	8
w01139043	史密斯	3	7
w01139043	遗忘	2	5
w01139090	云雀	2	4
w01139090	预测	2	5
w01139090	现代	2	4
w01140030	迈尔	2	4
w01140030	致信	2	5
w01140030	伊雷娜	3	7
w01140030	约里奥	3	6
w01140030	居里	2	4
w01140030	罗娜	2	5
w01140030	实验室	3	8
w01140030	如何	2	5
w01140030	钋	1	2
w01140030	样本	2	4
w01140031	汉斯	2	5
w01140031	佩特森	3	9
w01140031	支付	2	4
w01140031	费用	2	4
w01140031	同意	2	5
w01140031	巴黎	2	5
w01140031	研究所	3	6
w01140032	更好	2	3
w01140032	制备	2	4
w01140032	钋源	2	6
w01140032	α	1	0
w01140032	射线	2	4
w01140033	认可	2	4
w01140033	带	1	3
w01140033	小块	2	3
w01140033	镭学	2	6
w01141025	休假	2	6
w01141025	蒙特利尔	4	10
w01141025	加拿大	3	7
w01141025	电视台	3	5
w01141025	嘉宾	2	7
w01141025	主持人	3	6
w01141077	卫冕	2	3
w01141077	头号	2	3
w01141077	种子	2	3
w01141077	选手	2	4
w01141077	莎拉	2	5
w01141077	埃拉尼	3	7
w01141077	失败	2	3
w01141077	告终	2	5
w01141137	布沙尔	3	6
w01141137	连输	2	6
w01141137	局	1	2
w01142013	女儿	2	2
w01142013	西西莉	3	5
w01142013	嫁给	2	7
w01142013	约克	2	5
w01142013	理查	2	5
w01142013	金雀花	3	7
w01142013	爱德华	3	11
w01142013	四世	2	4
w01142013	乔	1	2
w01142013	于是	2	3
w01142031	冈特	2	5
w01142031	约翰	2	5
w01142063	骑士	2	5
w01142063	释放	2	5
w01142063	追随者	3	7
w01142063	投入	2	3
w01142063	伦敦塔	3	12
w01143015	不久	2	2
w01143015	刚	1	3
w01143015	演员	2	6
w01143015	葛洛丽亚	4	11
w01143015	霍尔登	3	6
w01143015	离婚	2	7
w01143015	爱	1	3
w01143037	奥黛丽	3	9
w01143037	赫本	2	4
w01143037	龙凤	2	3
w01143037	配	1	2
w01143037	亨弗莱	3	6
w01143037	鲍嘉	2	7
w01143037	游手好闲	4	9
w01143037	花花公子	4	9
w01143037	弟弟	2	4
w01144031	周期	2	6
w01144031	选择	2	6
w01144031	连任	2	4
w01144056	竞选	2	6
w01144056	里根	2	3
w01144056	吉米	2	3
w01144056	卡特	2	5
w01144056	值	1	3
w01144056	国内	2	5
w01144056	危机	2	5
w01144056	伊朗	2	4
w01144056	人质	2	4
w01144056	发酵	2	4
w01144063	共和党	3	7
w01144063	参议院	3	9
w01144063	众	1	3
w01144063	席	1	3
w01144063	远远	2	6
w01144063	低	1	2
w01144063	占绝	2	4
w01144063	多数	2	5
w01144063	席位	2	5
w01144063	民主党	3	6
w01144084	康复	2	5
w01144084	出院	2	6
w01144084	暗杀	2	4
w01144084	幸存	2	5
w01144086	上帝	2	4
w01144086	拯救	2	5
w01144086	梦想	2	6
w01146051	布洛克	3	8
w01146051	坚定	2	5
w01146051	才是	2	3
w01146051	马克思	3	6
w01146051	指导	2	5
w01146051	方针	2	4
w01146051	强调	2	7
w01146051	根植	2	5
w01146051	神秘	2	4
w01146051	人文	2	3
w01146051	内涵	2	5
w01146099	必要	2	3
w01146099	更为	2	2
w01146099	神学	2	5
w01147010	歌	1	5
w01147010	贝贝	2	2
w01147010	搬往	2	5
w01147010	田纳西州	4	7
w01147010	纳什维尔	4	8
w01147018	凯莎	2	6
w01147018	史蒂芬	3	7
w01147018	钦佩	2	5
w01147018	文献	2	7
w01147018	大卫	2	2
w01147018	加姆逊	3	7
w01147018	写歌	2	8
w01147122	透露	2	7
w01147122	多少	2	4
w01147122	录音室	3	6
w01148068	轮到	2	5
w01149002	赖特	2	6
w01149002	多塞特郡	4	12
w01149002	普尔市	3	7
w01149002	萨默塞特郡	5	15
w01149002	威尔斯市	4	9
w01149002	长大	2	2
w01149077	埃德加	3	10
w01149077	漫画家	3	9
w01149077	概念	2	5
w01149077	艺术	2	3
w01149077	画册	2	4
w01149088	新生代	3	6
w01149088	加斯	2	5
w01149088	詹宁斯	3	9
w01149088	银河系	3	7
w01149088	漫游	2	8
w01149088	指南	2	7
w01149088	滴	1	4
w01149088	血	1	2
w01150044	大国	2	4
w01150044	满足	2	5
w01150044	承认	2	3
w01150044	阿尔巴尼亚	5	10
w01150044	请求	2	3
w01150045	伦敦	2	7
w01150045	初	1	2
w01150045	否决	2	4
w01150046	宗主国	3	7
w01150046	自治	2	5
w01150047	失去	2	3
w01150047	相邻	2	4
w01150047	意识	2	5
w01150048	无视	2	3
w01150048	构成	2	4
w01150048	主张	2	4
w01150048	分割	2	6
w01150048	剩下	2	6
w02001041	娱乐	2	5
w02001041	剧场	2	6
w02001041	迈克尔	3	7
w02001041	大台阶	3	6
w02001041	吸引	2	4
w02001041	各样	2	4
w02001041	观众	2	5
w02001069	举行	2	6
w02002032	装有	2	4
w02002032	消防	2	5
w02002032	报警	2	7
w02002032	信号	2	4
w02002032	电报	2	3
w02002093	该区	2	4
w02002093	木偶	2	3
w02002093	场地	2	4
w02002093	剩	1	4
w02002093	员工	2	3
w02002093	接管	2	6
w02002120	跟	1	2
w02002120	战末	2	4
w02002120	摧毁	2	6
w02002120	市	1	2
w02002120	少数	2	5
w02002120	建筑	2	5
w02003037	修道院	3	9
w02003037	符腾堡	3	10
w02003037	卖给	2	6
w02003037	制造商	3	8
w02003037	乔格	2	5
w02003037	莱辛巴哈	4	9
w02003037	棉花厂	3	7
w02003070	土耳其	3	4
w02004008	彼得	2	6
w02004008	旧回廊	3	8
w02004021	历史性	3	5
w02004021	市政厅	3	6
w02004021	三十	2	4
w02004021	修补	2	5
w02004065	大家	2	3
w02004065	理解	2	5
w02005026	四千	2	4
w02005026	长	1	1
w02005026	金门	2	3
w02005026	植物园	3	8
w02005026	天文馆	3	6
w02005026	花园	2	6
w02005026	水族馆	3	7
w02005027	供	1	3
w02005027	旧金山人	4	6
w02005027	休息	2	4
w02005027	放松	2	5
w02005028	旧金山	3	5
w02005028	芳草地	3	7
w02005028	初期	2	5
w02005028	莫斯克尼	4	11
w02005028	顶部	2	5
w02005029	里面	2	6
w02005029	马丁	2	2
w02005029	路德	2	8
w02005029	纪念碑	3	6
w02006036	急剧	2	7
w02006036	下滑	2	4
w02006081	大选	2	4
w02006081	工党	2	4
w02006081	赢得	2	9
w02006081	选区	2	5
w02006081	选票	2	5
w02007008	顺序	2	4
w02007008	热烈	2	6
w02007032	总理	2	5
w02007032	埃尔多安	4	9
w02007032	藉由	2	5
w02007032	伊斯坦堡	4	12
w02007032	平行	2	4
w02007032	博斯普鲁斯	5	14
w02007061	想	1	3
w02007061	阻碍	2	6
w02007061	转运	2	5
w02007074	俄国	2	5
w02007074	黑海	2	5
w02007074	战舰	2	5
w02008010	范围	2	5
w02008010	深远	2	7
w02008010	遗址	2	5
w02008010	有名	2	3
w02008028	像	1	2
w02008038	红铜	2	6
w02008038	木乃伊	3	4
w02008038	冰人	2	3
w02008038	奥兹	2	6
w02008055	原本	2	5
w02008055	山上	2	3
w02008065	镀铜	2	8
w02008065	值得	2	7
w02009002	农村	2	3
w02009002	严重性	3	7
w02009002	凡尔赛	3	7
w02009002	法庭	2	5
w02009002	惊恐	2	7
w02009025	本来	2	3
w02009025	面包	2	7
w02009025	价格	2	6
w02009025	高涨	2	7
w02009025	缺少	2	4
w02009025	供应	2	5
w02009025	失望	2	4
w02009025	更加	2	3
w02009025	沮丧	2	5
w02009087	逃跑	2	5
w02009087	不够	2	5
w02009087	谨慎	2	6
w02009087	认	1	2
w02011012	赞美诗	3	10
w02011012	一致	2	4
w02011012	好评	2	4
w02011012	返场	2	5
w02011029	届	1	2
w02011029	奥林匹克	4	10
w02011029	到此	2	4
w02011029	结束	2	4
w02012042	新发展	3	7
w02013033	苏伊士	3	5
w02013033	显示	2	5
w02013033	旧殖民地	4	8
w02013033	大英	2	3
w02013033	不断	2	3
w02013033	局限	2	4
w02013076	国社党	3	8
w02013076	各处	2	4
w02013076	赢回	2	8
w02013093	芬兰	2	6
w02013093	波罗的海	4	9
w02013093	诸国	2	6
w02014013	匈牙利	3	6
w02014013	施压	2	5
w02014030	匈	1	3
w02014030	协约	2	4
w02014030	弗朗茨	3	6
w02014030	国	1	3
w02014030	平等	2	4
w02014030	实施	2	6
w02014030	君主制	3	6
w02015084	迪希邦登堡	5	13
w02015084	解散	2	6
w02015084	变	1	2
w02015084	废墟	2	5
w02015085	如今	2	3
w02015085	广阔	2	4
w02015086	鲁帕斯堡	4	11
w02015087	流离失所	4	9
w02015087	修女们	3	6
w02015087	搬回	2	6
w02015087	艾宾根	3	6
w02015088	重建	2	3
w02016015	电信	2	3
w02016015	签	1	3
w02016015	合同	2	6
w02016015	住	1	2
w02016015	拜登	2	4
w02016015	梅尔丁根	4	8
w02016015	住到	2	4
w02016060	街道赛	3	11
w02016060	乌尔里希	4	7
w02016060	追逐	2	4
w02016060	块	1	2
w02016060	金牌	2	4
w02017046	审查	2	5
w02017046	处理	2	4
w02017046	不快	2	3
w02017046	言论	2	7
w02017046	变得	2	6
w02017046	乎	1	1
w02017061	衣服	2	4
w02017061	血迹	2	4
w02017061	谋杀案	3	8
w02017061	案发	2	4
w02018030	科隆	2	6
w02018030	不来梅	3	5
w02018030	授予	2	5
w02018030	韦斯	2	4
w02018030	文学奖	3	8
w02018030	殊荣	2	4
w02019048	不论	2	4
w02019048	私下	2	4
w02019048	公开	2	3
w02019048	施普林格	4	11
w02019048	积极	2	5
w02019048	寻求	2	3
w02019048	和解	2	5
w02019048	以色列	3	6
w02019077	小木屋	3	4
w02019077	完全	2	5
w02019077	烧毁	2	6
w02019085	媒体	2	5
w02019085	态度	2	5
w02019085	友好	2	3
w02019085	收到	2	4
w02019085	友谊	2	4
w02019085	荣誉	2	5
w02019085	勋章	2	5
w03001037	住房	2	4
w03001037	区	1	2
w03001037	移民	2	4
w03001058	卡尔卡松	4	9
w03001058	城堡	2	6
w03001058	要塞	2	6
w03002048	居住	2	5
w03002048	医生	2	3
w03002055	特赦	2	5
w03002055	组织	2	5
w03002055	报纸	2	4
w03002055	指控	2	6
w03002055	巫术	2	4
w03002055	杀害	2	5
w03003023	冯	1	2
w03003023	别林斯高晋	5	14
w03003023	南极	2	6
w03003023	布兰斯菲尔德	6	17
w03003023	帕尔马	3	5
w03003039	长途	2	4
w03003039	征程	2	5
w03003039	船长	2	4
w03003039	欧内斯特	4	11
w03003039	沙克尔顿	4	9
w03003039	爵士	2	5
w03003039	船员	2	5
w03003039	共	1	2
w03003039	乘坐	2	6
w03003039	坚毅	2	7
w03003039	号	1	2
w03003039	横穿	2	4
w03004037	拟定	2	4
w03004037	习惯法	3	6
w03004107	商业	2	6
w03004107	会务	2	5
w03004107	皮洛士	3	5
w03004107	西西里	3	3
w03005012	迈锡尼	3	7
w03005012	衰亡	2	4
w03005012	逐渐	2	5
w03005012	崭露头角	4	10
w03005013	衰落	2	7
w03005013	文字	2	4
w03005013	希腊人	3	7
w03005013	沿用	2	5
w03005013	字母表	3	5
w03005014	批	1	2
w03005015	每个	2	3
w03005015	山谷	2	4
w03005015	海洋	2	5
w03005015	外界	2	5
w03005015	隔开	2	3
w03005015	分成	2	3
w03005015	城区	2	4
w03005016	城邦制	3	6
w03005016	领地	2	4
w03006024	基督徒	3	9
w03006024	母语版	3	7
w03006024	圣经	2	5
w03007008	跨海	2	7
w03007008	大船	2	4
w03007008	扩张	2	4
w03007039	遍布	2	4
w03007039	岗哨	2	6
w03007039	来往	2	3
w03008011	看作	2	4
w03008011	激进	2	6
w03008011	事业	2	6
w03008011	起点	2	5
w03008029	共和历	3	6
w03008029	雨月	2	2
w03008029	二	1	2
w03008029	缓解	2	6
w03008029	恐怖	2	6
w03008029	采取	2	4
w03008029	嫌疑犯	3	8
w03009029	全部	2	5
w03009029	伯纳德	3	9
w03009029	塔比	2	6
w03009029	个人	2	2
w03009029	财产	2	3
w03009029	关闭	2	4
w03009044	纺织品	3	8
w03009044	批发商	3	6
w03009044	陷入	2	4
w03009044	财政	2	4
w03010096	逃离	2	6
w03010097	回程	2	6
w03010097	抱	1	3
w03010097	这样	2	4
w03010097	比利时	3	5
w03010097	烦事	2	5
w03010098	春天	2	3
w03010098	丁丁	2	2
w03010098	历险记	3	7
w03010098	拍成	2	3
w03010098	艺术家	3	5
w03010098	华特	2	6
w03010098	信	1	2
w03010098	徒劳	2	4
w03010098	帮助	2	5
w03010100	假期	2	7
w03010100	婚外情	3	7
w04001027	低处	2	4
w04001027	棵	1	2
w04001027	棕榈树	3	10
w04001027	俯瞰	2	7
w04001027	大海	2	4
w04001027	岛民	2	3
w04001027	小岛	2	3
w04001027	热爱	2	6
w04001037	岛上	2	4
w04001037	暴风雨	3	7
w04001053	澳	1	4
w04001053	断层	2	5
w04001053	碰撞	2	6
w04002008	塞斯托圣乔瓦尼	7	16
w04002008	马匹	2	3
w04002048	赛道	2	6
w04002048	旁边	2	3
w04002048	公顷	2	4
w04002048	高尔夫	3	7
w04002048	球场	2	4
w04002055	赛马场	3	7
w04002055	吞噬	2	8
w04002055	木制	2	3
w04002055	看台	2	4
w04002055	其余	2	4
w04002055	马厩	2	4
w04002055	拆毁	2	5
w04003025	教皇	2	5
w04003025	六世	2	3
w04003025	梵蒂冈	3	8
w04003025	移除	2	6
w04003025	死刑	2	5
w04003025	罪行	2	5
w04003054	纪念币	3	6
w04003054	本质	2	5
w04003054	钱币	2	4
w04003054	销售	2	5
w04003054	收藏家	3	7
w04004005	起伏	2	4
w04004005	分隔	2	4
w04004045	手工	2	2
w04004045	加工品	3	6
w04004045	墓冢	2	6
w04004051	阿普利亚	4	10
w04004051	卡拉布里亚	5	9
w04004051	皇家区	3	6
w04004051	萨谟奈	3	9
w04004051	莫利塞	3	9
w04004051	巴西利卡塔	5	11
w04006023	转	1	2
w04006023	专心	2	2
w04006023	事情	2	5
w04006065	爵位	2	6
w04006065	象征	2	5
w04007006	大革命	3	7
w04007006	反	1	2
w04007006	科西嘉	3	7
w04007006	炮兵	2	5
w04007006	拿破仑	3	8
w04007006	波拿巴	3	7
w04007021	解决	2	5
w04007021	马伦哥	3	8
w04007021	迫使	2	4
w04007021	澳大利亚人	5	10
w04007037	维勒讷沃	4	8
w04007037	舰队	2	4
w04007037	堵塞	2	7
w04007037	英伦	2	5
w04007037	岛	1	2
w04007037	也是	2	3
w04007049	确信	2	4
w04007049	奥斯特利茨	5	14
w04007049	破灭	2	4
w04007049	上任	2	4
w04007049	首相	2	4
w04007049	格林威尔	4	9
w04007049	阁下	2	5
w04007049	沙皇	2	4
w04008006	菲奥雷洛	4	10
w04008006	圣公会	3	7
w04008006	余生	2	3
w04008006	新教	2	6
w04008006	员	1	2
w04009042	那样	2	4
w04009042	宇宙	2	4
w04009042	当作	2	4
w04009042	受训	2	5
w04010027	学生	2	4
w04010027	圣塞西莉亚	5	12
w04010027	见面	2	6
w04010028	延续	2	5
w04010029	艺名	2	4
w04010029	原声	2	5
w04010029	有的	2	3
w04010030	纠纷	2	5
w04010030	破裂	2	5
w04010031	清楚	2	5
w04010031	到底	2	4
w04010031	谁	1	2
w04010031	想出	2	5
w04010031	风格	2	5
w04010031	塑造	2	7
w05001026	安东尼奥	4	8
w05001026	高迪	2	6
w05001036	后殿	2	7
w05001036	小教堂	3	7
w05001036	拱璧	2	7
w05001036	横向	2	4
w05001045	选出	2	5
w05001045	人数	2	4
w05001045	众多	2	5
w05002014	安第斯	3	8
w05002014	造山	2	4
w05002014	运动	2	6
w05002032	称作	2	5
w05002032	地壳	2	5
w05002032	潜没	2	6
w05003012	利纳雷斯	4	9
w05003012	革新	2	6
w05003012	停滞	2	9
w05003012	不前	2	4
w05003012	维和	2	4
w05003050	女性	2	3
w05003050	投票权	3	6
w05003050	党派	2	6
w05003050	合法化	3	7
w05003050	流放	2	4
w05003050	归家	2	4
w05003050	迫害犯	3	7
w05003119	几十	2	2
w05003119	银行	2	5
w05003119	干预	2	3
w05003119	资本	2	5
w05003119	外流	2	4
w05004031	外边界	3	7
w05004031	想像	2	5
w05004031	条	1	2
w05004031	线	1	2
w05004031	埃斯特角	4	11
w05004031	地标	2	4
w05004031	灯塔	2	7
w05005083	伯戈因	3	5
w05005083	指挥	2	6
w05005083	纽约州	3	5
w05005083	萨拉托加	4	9
w05005084	致命	2	6
w05005084	击	1	2
w05005084	适当	2	4
w05005084	正是	2	4
w05005084	移民者	3	6
w05005085	殖民者	3	6
w05005085	赶来	2	3
w05005085	英国人	3	6
w05005086	领导	2	4
w05005086	远征	2	5
w05005086	奥尔巴尼	4	8
w05005087	拦截	2	6
w05005087	哈德逊河	4	15
w05006024	西班牙语	4	8
w05006024	变种	2	4
w05006058	外部	2	5
w05006058	使用者	3	6
w05006058	变迁	2	4
w05006058	运用	2	5
w05007004	英国法	3	7
w05007004	十世	2	2
w05007004	五世	2	2
w05007004	卡洛斯	3	8
w05007004	女儿们	3	4
w05007004	继承	2	3
w05007004	顺位	2	4
w05007004	她们	2	4
w05007004	姨妈	2	4
w05007004	伊莎贝拉	4	8
w05007004	靠前	2	6
w05007080	尝试	2	6
w05007080	安立奎	3	7
w05008107	布宜诺斯艾利斯	7	17
w05008107	联邦化	3	7
w05008107	任命	2	5
w05008107	新将军	3	8
w05008107	事宜	2	5
w05009044	碰到	2	5
w05009044	火箭	2	5
w05009044	发行	2	4
w05009044	极为	2	3
w05009044	勿	1	1
w05009044	伤	1	3
w05009044	心	1	1
w05010023	庞培	2	5
w05010023	支	1	2
w05010023	卡普亚	3	7
w05010023	非法	2	3
w05010023	征兵	2	4
w05010023	预料	2	4
w05010023	凯撒军	3	9
w05010023	占	1	2
w05010023	不少	2	3
w05010023	便宜	2	4
w05010024	政期	2	5
w05010024	亲自	2	4
w05010024	凯撒	2	7
w05010025	保民官	3	6
w05010025	职位	2	5
w05010025	马克	2	4
w05010025	安东尼	3	5
w05010025	霸占	2	5
w05010026	确凿	2	6
w05010026	无疑	2	5
w05010026	回答	2	7
w05010026	领事	2	5
w05010026	角逐	2	4
w05010026	要么	2	3
w05010026	撤回	2	7
w05010026	人民	2	2
w05010026	明白	2	3
w05010026	不管	2	4
w05010026	怎么	2	3
w05010026	手无寸铁	4	5
w05010027	宣言	2	8
